Light Level : 89.1666666667 lx | Timestamp: 1466086911
Light Level : 85.0 lx | Timestamp: 1466086912
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110399
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110404
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110405
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110459
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110464
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110465
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110519
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110524
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110525
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110579
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110584
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110585
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110639
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110644
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110645
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110699
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110704
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110705
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110759
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110764
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110765
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110819
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110824
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110825
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110879
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110884
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110885
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110939
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110944
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110945
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110999
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466111004
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466111005
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111059
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111064
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111065
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111119
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466111124
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466111125
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111179
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111185
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466111239
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466111245
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466111299
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466111305
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111359
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466111365
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111419
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466111425
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466111479
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466111485
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111539
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111545
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111600
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111605
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111660
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111665
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111720
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111726
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111780
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111786
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466111840
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111846
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111900
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111906
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111960
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466111966
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112020
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112026
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112080
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112086
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466112140
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466112146
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112200
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112206
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112260
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466112266
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112320
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466112326
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466112380
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112386
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466112440
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466112446
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112500
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112506
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112560
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466112566
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112620
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466112626
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466112680
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112686
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112740
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112746
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112800
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112806
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466112860
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466112866
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466112920
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112926
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112980
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466112986
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113040
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113046
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466113100
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113106
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466113160
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113166
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113220
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466113226
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113280
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466113286
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466113340
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113346
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113400
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113406
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113460
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113466
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113520
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113526
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466113580
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113586
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113640
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113646
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466113700
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466113706
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466113761
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466113766
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113821
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113826
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466113881
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466113886
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466113941
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466113946
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114001
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466114006
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466114061
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466114067
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466114121
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114127
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466114181
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114187
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114241
Light Level : 72.5 lx | Presence: 1 | Timestamp: 1466114247
Light Level : 71.6666666667 lx | Presence: 1 | Timestamp: 1466114301
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114307
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114361
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114367
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114421
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466114427
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466114481
Light Level : 72.5 lx | Presence: 1 | Timestamp: 1466114487
Light Level : 72.5 lx | Presence: 0 | Timestamp: 1466114541
Light Level : 71.6666666667 lx | Presence: 1 | Timestamp: 1466114547
Light Level : 71.6666666667 lx | Presence: 0 | Timestamp: 1466114601
Light Level : 71.6666666667 lx | Presence: 0 | Timestamp: 1466114607
Light Level : 72.5 lx | Presence: 0 | Timestamp: 1466114661
Light Level : 72.5 lx | Presence: 1 | Timestamp: 1466114667
Light Level : 72.5 lx | Presence: 0 | Timestamp: 1466114721
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466114727
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466114781
Light Level : 76.6666666667 lx | Presence: 0 | Timestamp: 1466114787
Light Level : 76.6666666667 lx | Presence: 1 | Timestamp: 1466114841
Light Level : 79.1666666667 lx | Presence: 1 | Timestamp: 1466114847
Light Level : 78.3333333333 lx | Presence: 1 | Timestamp: 1466114901
Light Level : 79.1666666667 lx | Presence: 1 | Timestamp: 1466114907
Light Level : 79.1666666667 lx | Presence: 1 | Timestamp: 1466114961
Light Level : 79.1666666667 lx | Presence: 0 | Timestamp: 1466114967
Light Level : 79.1666666667 lx | Presence: 1 | Timestamp: 1466115021
Light Level : 79.1666666667 lx | Presence: 0 | Timestamp: 1466115027
Light Level : 78.3333333333 lx | Presence: 1 | Timestamp: 1466115081
Light Level : 79.1666666667 lx | Presence: 1 | Timestamp: 1466115087
Light Level : 79.1666666667 lx | Presence: 1 | Timestamp: 1466115141
Light Level : 78.3333333333 lx | Presence: 1 | Timestamp: 1466115147
Light Level : 79.1666666667 lx | Presence: 1 | Timestamp: 1466115201
Light Level : 80.0 lx | Presence: 1 | Timestamp: 1466115207
Light Level : 80.0 lx | Presence: 1 | Timestamp: 1466115261
Light Level : 80.0 lx | Presence: 1 | Timestamp: 1466115267
Light Level : 80.0 lx | Presence: 0 | Timestamp: 1466115321
Light Level : 80.0 lx | Presence: 0 | Timestamp: 1466115327
Light Level : 80.0 lx | Presence: 0 | Timestamp: 1466115381
Light Level : 80.0 lx | Presence: 1 | Timestamp: 1466115387
Light Level : 80.0 lx | Presence: 0 | Timestamp: 1466115441
Light Level : 80.8333333333 lx | Presence: 0 | Timestamp: 1466115447
Light Level : 80.0 lx | Presence: 1 | Timestamp: 1466115501
Light Level : 80.8333333333 lx | Presence: 0 | Timestamp: 1466115507
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466115561
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466115567
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466115621
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466115627
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466115681
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466115687
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466115741
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466115747
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466115801
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466115807
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466115861
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466115867
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466115921
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466115927
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466115981
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466115987
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116042
Light Level : 82.5 lx | Presence: 0 | Timestamp: 1466116047
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466116102
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116107
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116162
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116168
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116222
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116228
Light Level : 83.3333333333 lx | Presence: 0 | Timestamp: 1466116282
Light Level : 82.5 lx | Presence: 0 | Timestamp: 1466116288
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116342
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116348
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116402
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116408
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466116462
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116468
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116522
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116528
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116582
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116588
Light Level : 83.3333333333 lx | Presence: 0 | Timestamp: 1466116642
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466116648
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466116702
Light Level : 84.1666666667 lx | Presence: 1 | Timestamp: 1466116708
Light Level : 82.5 lx | Presence: 0 | Timestamp: 1466116762
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116768
Light Level : 82.5 lx | Presence: 0 | Timestamp: 1466116822
Light Level : 83.3333333333 lx | Presence: 0 | Timestamp: 1466116828
Light Level : 82.5 lx | Presence: 0 | Timestamp: 1466116882
Light Level : 83.3333333333 lx | Presence: 0 | Timestamp: 1466116888
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466116942
Light Level : 84.1666666667 lx | Presence: 1 | Timestamp: 1466116948
Light Level : 84.1666666667 lx | Presence: 1 | Timestamp: 1466117002
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466117008
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466117062
Light Level : 84.1666666667 lx | Presence: 1 | Timestamp: 1466117068
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466117122
Light Level : 83.3333333333 lx | Presence: 0 | Timestamp: 1466117128
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466117182
Light Level : 84.1666666667 lx | Presence: 1 | Timestamp: 1466117188
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466117243
Light Level : 85.0 lx | Presence: 0 | Timestamp: 1466117248
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466117303
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466117308
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466117363
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466117368
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466117423
Light Level : 85.8333333333 lx | Presence: 0 | Timestamp: 1466117429
Light Level : 85.8333333333 lx | Presence: 1 | Timestamp: 1466117483
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466117489
Light Level : 84.1666666667 lx | Presence: 0 | Timestamp: 1466117543
Light Level : 85.0 lx | Presence: 0 | Timestamp: 1466117549
Light Level : 85.8333333333 lx | Presence: 0 | Timestamp: 1466117603
Light Level : 85.0 lx | Presence: 0 | Timestamp: 1466117609
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466117663
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466117669
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466117723
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466117729
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466117783
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466117789
Light Level : 85.8333333333 lx | Presence: 1 | Timestamp: 1466117843
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466117849
Light Level : 85.8333333333 lx | Presence: 1 | Timestamp: 1466117903
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466117909
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466117963
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466117969
Light Level : 85.8333333333 lx | Presence: 1 | Timestamp: 1466118023
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466118029
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466118083
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466118089
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466118143
Light Level : 86.6666666667 lx | Presence: 0 | Timestamp: 1466118149
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466118203
Light Level : 86.6666666667 lx | Presence: 0 | Timestamp: 1466118209
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118263
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466118269
Light Level : 85.8333333333 lx | Presence: 1 | Timestamp: 1466118323
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118329
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118384
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466118389
Light Level : 89.1666666667 lx | Presence: 0 | Timestamp: 1466118444
Light Level : 87.5 lx | Presence: 0 | Timestamp: 1466118449
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118504
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118510
Light Level : 87.5 lx | Presence: 0 | Timestamp: 1466118564
Light Level : 87.5 lx | Presence: 0 | Timestamp: 1466118570
Light Level : 87.5 lx | Presence: 0 | Timestamp: 1466118624
Light Level : 87.5 lx | Presence: 0 | Timestamp: 1466118630
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118684
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118690
Light Level : 87.5 lx | Presence: 0 | Timestamp: 1466118744
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466118750
Light Level : 88.3333333333 lx | Presence: 0 | Timestamp: 1466118804
Light Level : 88.3333333333 lx | Presence: 1 | Timestamp: 1466118810
Light Level : 88.3333333333 lx | Presence: 0 | Timestamp: 1466118864
Light Level : 88.3333333333 lx | Presence: 0 | Timestamp: 1466118870
Light Level : 87.5 lx | Presence: 0 | Timestamp: 1466118924
Light Level : 88.3333333333 lx | Presence: 0 | Timestamp: 1466118930
Light Level : 89.1666666667 lx | Presence: 0 | Timestamp: 1466118984
Light Level : 88.3333333333 lx | Presence: 0 | Timestamp: 1466118990
Light Level : 88.3333333333 lx | Presence: 1 | Timestamp: 1466119044
Light Level : 88.3333333333 lx | Presence: 0 | Timestamp: 1466119050
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119104
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119110
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119164
Light Level : 89.1666666667 lx | Presence: 0 | Timestamp: 1466119170
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119224
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119230
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119284
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119290
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119344
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119350
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119404
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119410
Light Level : 90.0 lx | Presence: 1 | Timestamp: 1466119465
Light Level : 90.0 lx | Presence: 1 | Timestamp: 1466119470
Light Level : 90.0 lx | Presence: 1 | Timestamp: 1466119525
Light Level : 90.0 lx | Presence: 1 | Timestamp: 1466119530
Light Level : 89.1666666667 lx | Presence: 0 | Timestamp: 1466119585
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466119590
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466119645
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466119650
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466119705
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466119710
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466119765
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466119771
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466119825
Light Level : 89.1666666667 lx | Presence: 0 | Timestamp: 1466119831
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119885
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466119891
Light Level : 89.1666666667 lx | Presence: 0 | Timestamp: 1466119945
Light Level : 91.6666666667 lx | Presence: 1 | Timestamp: 1466119951
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466120005
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466120011
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466120065
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466120071
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466120125
Light Level : 90.0 lx | Presence: 1 | Timestamp: 1466120131
Light Level : 90.0 lx | Presence: 0 | Timestamp: 1466120185
Light Level : 91.6666666667 lx | Presence: 0 | Timestamp: 1466120191
Light Level : 91.6666666667 lx | Presence: 1 | Timestamp: 1466120245
Light Level : 92.5 lx | Presence: 1 | Timestamp: 1466120251
Light Level : 92.5 lx | Presence: 0 | Timestamp: 1466120305
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466120311
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466120365
Light Level : 91.6666666667 lx | Presence: 0 | Timestamp: 1466120371
Light Level : 90.8333333333 lx | Presence: 0 | Timestamp: 1466120425
Light Level : 92.5 lx | Presence: 0 | Timestamp: 1466120431
Light Level : 92.5 lx | Presence: 0 | Timestamp: 1466120485
Light Level : 92.5 lx | Presence: 0 | Timestamp: 1466120491
Light Level : 93.3333333333 lx | Presence: 0 | Timestamp: 1466120545
Light Level : 94.1666666667 lx | Presence: 0 | Timestamp: 1466120551
Light Level : 94.1666666667 lx | Presence: 1 | Timestamp: 1466120605
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120611
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120665
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120671
Light Level : 93.3333333333 lx | Presence: 0 | Timestamp: 1466120725
Light Level : 93.3333333333 lx | Presence: 0 | Timestamp: 1466120731
Light Level : 92.5 lx | Presence: 1 | Timestamp: 1466120785
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120791
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120845
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120851
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120905
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120911
Light Level : 94.1666666667 lx | Presence: 1 | Timestamp: 1466120965
Light Level : 93.3333333333 lx | Presence: 1 | Timestamp: 1466120971
Light Level : 93.3333333333 lx | Presence: 0 | Timestamp: 1466121025
Light Level : 94.1666666667 lx | Presence: 0 | Timestamp: 1466121031
Light Level : 94.1666666667 lx | Presence: 1 | Timestamp: 1466121086
Light Level : 95.0 lx | Presence: 1 | Timestamp: 1466121091
Light Level : 94.1666666667 lx | Presence: 1 | Timestamp: 1466121146
Light Level : 95.0 lx | Presence: 1 | Timestamp: 1466121151
Light Level : 95.0 lx | Presence: 1 | Timestamp: 1466121206
Light Level : 95.0 lx | Presence: 1 | Timestamp: 1466121211
Light Level : 95.0 lx | Presence: 0 | Timestamp: 1466121266
Light Level : 95.8333333333 lx | Presence: 0 | Timestamp: 1466121271
Light Level : 95.8333333333 lx | Presence: 1 | Timestamp: 1466121326
Light Level : 95.8333333333 lx | Presence: 1 | Timestamp: 1466121332
Light Level : 95.8333333333 lx | Presence: 0 | Timestamp: 1466121386
Light Level : 95.0 lx | Presence: 0 | Timestamp: 1466121392
Light Level : 95.0 lx | Presence: 1 | Timestamp: 1466121446
Light Level : 96.6666666667 lx | Presence: 1 | Timestamp: 1466121452
Light Level : 96.6666666667 lx | Presence: 1 | Timestamp: 1466121506
Light Level : 95.8333333333 lx | Presence: 1 | Timestamp: 1466121512
Light Level : 95.0 lx | Presence: 0 | Timestamp: 1466121566
Light Level : 96.6666666667 lx | Presence: 0 | Timestamp: 1466121572
Light Level : 96.6666666667 lx | Presence: 1 | Timestamp: 1466121626
Light Level : 96.6666666667 lx | Presence: 1 | Timestamp: 1466121632
Light Level : 96.6666666667 lx | Presence: 1 | Timestamp: 1466121686
Light Level : 97.5 lx | Presence: 1 | Timestamp: 1466121692
Light Level : 96.6666666667 lx | Presence: 0 | Timestamp: 1466121746
Light Level : 97.5 lx | Presence: 1 | Timestamp: 1466121752
Light Level : 98.3333333333 lx | Presence: 0 | Timestamp: 1466121806
Light Level : 97.5 lx | Presence: 0 | Timestamp: 1466121812
Light Level : 97.5 lx | Presence: 0 | Timestamp: 1466121866
